index,qTypeRaw,qType,story,question,char1,char2,perceivers,story_with_perceivers,persp_ctx,cands,answer
1412,second_order_0_tom,second_order_tom,"['Isla entered the attic', 'Mia loves the melon', 'Chloe entered the basement', 'Mia entered the attic', 'The pear is in the box', 'The box is in the attic', 'Mia exited the attic', 'Isla moved the pear to the treasure chest', 'The treasure chest is in the attic', 'Isla exited the attic', 'Mia likes the celery', 'Chloe exited the basement', 'Mia entered the basement']",Where does Isla think that Mia searches for the pear?,Isla,Mia,"[['Isla'], ['Mia'], ['Chloe'], ['Mia', 'Isla'], ['Isla', 'Mia'], ['Isla', 'Mia'], ['Mia', 'Isla'], ['Isla'], ['Isla'], ['Isla'], ['Mia'], ['Chloe'], ['Mia']]","[{'Isla entered the attic': ['Isla']}, {'Mia loves the melon': ['Mia']}, {'Chloe entered the basement': ['Chloe']}, {'Mia entered the attic': ['Mia', 'Isla']}, {'The pear is in the box': ['Isla', 'Mia']}, {'The box is in the attic': ['Isla', 'Mia']}, {'Mia exited the attic': ['Mia', 'Isla']}, {'Isla moved the pear to the treasure chest': ['Isla']}, {'The treasure chest is in the attic': ['Isla']}, {'Isla exited the attic': ['Isla']}, {'Mia likes the celery': ['Mia']}, {'Chloe exited the basement': ['Chloe']}, {'Mia entered the basement': ['Mia']}]",Mia entered the attic. The pear is in the box. The box is in the attic. Mia exited the attic,"['basement', 'treasure chest', 'attic', 'celery', 'box', 'melon']",box
1486,first_order_1_tom,first_order_tom,"['Emily entered the staircase', 'Isla entered the staircase', 'The persimmon is in the bathtub', 'The bathtub is in the staircase', 'Jacob likes the slacks', 'Isla exited the staircase', 'Isla entered the garage', 'Emily moved the persimmon to the box', 'The box is in the staircase']",Where will Isla look for the persimmon?,Isla,,"[['Emily'], ['Isla', 'Emily'], ['Emily', 'Isla'], ['Emily', 'Isla'], ['Jacob'], ['Isla', 'Emily'], ['Isla'], ['Emily'], ['Emily']]","[{'Emily entered the staircase': ['Emily']}, {'Isla entered the staircase': ['Isla', 'Emily']}, {'The persimmon is in the bathtub': ['Emily', 'Isla']}, {'The bathtub is in the staircase': ['Emily', 'Isla']}, {'Jacob likes the slacks': ['Jacob']}, {'Isla exited the staircase': ['Isla', 'Emily']}, {'Isla entered the garage': ['Isla']}, {'Emily moved the persimmon to the box': ['Emily']}, {'The box is in the staircase': ['Emily']}]",Isla entered the staircase. The persimmon is in the bathtub. The bathtub is in the staircase. Isla exited the staircase. Isla entered the garage,"['slacks', 'box', 'bathtub', 'staircase', 'garage']",bathtub
1134,second_order_0_tom,second_order_tom,"['Evelyn entered the study', 'Hannah likes the pants', 'Elizabeth entered the kitchen', 'Hannah entered the kitchen', 'Elizabeth hates the slacks', 'The undershirt is in the suitcase', 'The suitcase is in the kitchen', 'Hannah exited the kitchen', 'Elizabeth moved the undershirt to the bottle', 'The bottle is in the kitchen']",Where does Elizabeth think that Hannah searches for the undershirt?,Elizabeth,Hannah,"[['Evelyn'], ['Hannah'], ['Elizabeth'], ['Hannah', 'Elizabeth'], ['Elizabeth'], ['Elizabeth', 'Hannah'], ['Elizabeth', 'Hannah'], ['Hannah', 'Elizabeth'], ['Elizabeth'], ['Elizabeth']]","[{'Evelyn entered the study': ['Evelyn']}, {'Hannah likes the pants': ['Hannah']}, {'Elizabeth entered the kitchen': ['Elizabeth']}, {'Hannah entered the kitchen': ['Hannah', 'Elizabeth']}, {'Elizabeth hates the slacks': ['Elizabeth']}, {'The undershirt is in the suitcase': ['Elizabeth', 'Hannah']}, {'The suitcase is in the kitchen': ['Elizabeth', 'Hannah']}, {'Hannah exited the kitchen': ['Hannah', 'Elizabeth']}, {'Elizabeth moved the undershirt to the bottle': ['Elizabeth']}, {'The bottle is in the kitchen': ['Elizabeth']}]",Hannah entered the kitchen. The undershirt is in the suitcase. The suitcase is in the kitchen. Hannah exited the kitchen,"['study', 'kitchen', 'slacks', 'suitcase', 'bottle', 'pants']",suitcase
496,first_order_1_no_tom,first_order_no_tom,"['Aria entered the closet', 'Sophia entered the closet', 'Evelyn entered the closet', 'The slippers is in the envelope', 'The envelope is in the closet', 'Evelyn moved the slippers to the basket', 'The basket is in the closet', 'Sophia exited the closet', 'Evelyn exited the closet', 'Aria exited the closet', 'Sophia entered the garden']",Where will Evelyn look for the slippers?,Evelyn,,"[['Aria'], ['Sophia', 'Aria'], ['Evelyn', 'Aria', 'Sophia'], ['Aria', 'Sophia', 'Evelyn'], ['Aria', 'Sophia', 'Evelyn'], ['Evelyn', 'Aria', 'Sophia'], ['Aria', 'Sophia', 'Evelyn'], ['Sophia', 'Aria', 'Evelyn'], ['Evelyn', 'Aria'], ['Aria'], ['Sophia']]","[{'Aria entered the closet': ['Aria']}, {'Sophia entered the closet': ['Sophia', 'Aria']}, {'Evelyn entered the closet': ['Evelyn', 'Aria', 'Sophia']}, {'The slippers is in the envelope': ['Aria', 'Sophia', 'Evelyn']}, {'The envelope is in the closet': ['Aria', 'Sophia', 'Evelyn']}, {'Evelyn moved the slippers to the basket': ['Evelyn', 'Aria', 'Sophia']}, {'The basket is in the closet': ['Aria', 'Sophia', 'Evelyn']}, {'Sophia exited the closet': ['Sophia', 'Aria', 'Evelyn']}, {'Evelyn exited the closet': ['Evelyn', 'Aria']}, {'Aria exited the closet': ['Aria']}, {'Sophia entered the garden': ['Sophia']}]",Evelyn entered the closet. The slippers is in the envelope. The envelope is in the closet. Evelyn moved the slippers to the basket. The basket is in the closet. Sophia exited the closet. Evelyn exited the closet,"['garden', 'envelope', 'closet', 'basket']",basket
305,first_order_1_no_tom,first_order_no_tom,"['Mason loves the cucumber', 'Mason entered the cellar', 'James entered the cellar', 'Ethan entered the cellar', 'The sweater is in the cupboard', 'The cupboard is in the cellar', 'Mason loves the eggplant', 'James exited the cellar', 'Mason exited the cellar', 'James entered the cellar', 'Ethan moved the sweater to the suitcase', 'The suitcase is in the cellar']",Where will Ethan look for the sweater?,Ethan,,"[['Mason'], ['Mason'], ['James', 'Mason'], ['Ethan', 'Mason', 'James'], ['Mason', 'James', 'Ethan'], ['Mason', 'James', 'Ethan'], ['Mason'], ['James', 'Mason', 'Ethan'], ['Mason', 'Ethan'], ['James', 'Ethan'], ['Ethan', 'James'], ['Ethan', 'James']]","[{'Mason loves the cucumber': ['Mason']}, {'Mason entered the cellar': ['Mason']}, {'James entered the cellar': ['James', 'Mason']}, {'Ethan entered the cellar': ['Ethan', 'Mason', 'James']}, {'The sweater is in the cupboard': ['Mason', 'James', 'Ethan']}, {'The cupboard is in the cellar': ['Mason', 'James', 'Ethan']}, {'Mason loves the eggplant': ['Mason']}, {'James exited the cellar': ['James', 'Mason', 'Ethan']}, {'Mason exited the cellar': ['Mason', 'Ethan']}, {'James entered the cellar': ['James', 'Ethan']}, {'Ethan moved the sweater to the suitcase': ['Ethan', 'James']}, {'The suitcase is in the cellar': ['Ethan', 'James']}]",Ethan entered the cellar. The sweater is in the cupboard. The cupboard is in the cellar. James exited the cellar. Mason exited the cellar. James entered the cellar. Ethan moved the sweater to the suitcase. The suitcase is in the cellar,"['cellar', 'eggplant', 'cupboard', 'cucumber', 'suitcase']",suitcase
1537,second_order_0_tom,second_order_tom,"['Noah entered the attic', 'Noah exited the attic', 'William entered the sunroom', 'Noah loves the corn', 'Isla entered the sunroom', 'The carrot is in the envelope', 'The envelope is in the sunroom', 'Isla exited the sunroom', 'William moved the carrot to the pantry', 'The pantry is in the sunroom']",Where does William think that Isla searches for the carrot?,William,Isla,"[['Noah'], ['Noah'], ['William'], ['Noah'], ['Isla', 'William'], ['William', 'Isla'], ['William', 'Isla'], ['Isla', 'William'], ['William'], ['William']]","[{'Noah entered the attic': ['Noah']}, {'Noah exited the attic': ['Noah']}, {'William entered the sunroom': ['William']}, {'Noah loves the corn': ['Noah']}, {'Isla entered the sunroom': ['Isla', 'William']}, {'The carrot is in the envelope': ['William', 'Isla']}, {'The envelope is in the sunroom': ['William', 'Isla']}, {'Isla exited the sunroom': ['Isla', 'William']}, {'William moved the carrot to the pantry': ['William']}, {'The pantry is in the sunroom': ['William']}]",Isla entered the sunroom. The carrot is in the envelope. The envelope is in the sunroom. Isla exited the sunroom,"['sunroom', 'pantry', 'attic', 'corn', 'envelope']",envelope
1162,second_order_0_tom,second_order_tom,"['Lucas entered the hall', 'Evelyn entered the hall', 'The pajamas is in the treasure chest', 'The treasure chest is in the hall', 'Lucas exited the hall', 'Evelyn moved the pajamas to the basket', 'The basket is in the hall']",Where does Lucas think that Evelyn searches for the pajamas?,Lucas,Evelyn,"[['Lucas'], ['Evelyn', 'Lucas'], ['Lucas', 'Evelyn'], ['Lucas', 'Evelyn'], ['Lucas', 'Evelyn'], ['Evelyn'], ['Evelyn']]","[{'Lucas entered the hall': ['Lucas']}, {'Evelyn entered the hall': ['Evelyn', 'Lucas']}, {'The pajamas is in the treasure chest': ['Lucas', 'Evelyn']}, {'The treasure chest is in the hall': ['Lucas', 'Evelyn']}, {'Lucas exited the hall': ['Lucas', 'Evelyn']}, {'Evelyn moved the pajamas to the basket': ['Evelyn']}, {'The basket is in the hall': ['Evelyn']}]",Evelyn entered the hall. The pajamas is in the treasure chest. The treasure chest is in the hall. Lucas exited the hall,"['treasure chest', 'basket', 'hall']",treasure chest
460,second_order_1_tom,second_order_tom,"['Ethan entered the hallway', 'Ethan likes the peach', 'Sophia entered the hallway', 'The radish is in the box', 'The box is in the hallway', 'Sophia exited the hallway', 'Ethan moved the radish to the bucket', 'The bucket is in the hallway', 'Sophia dislikes the pants']",Where does Sophia think that Ethan searches for the radish?,Sophia,Ethan,"[['Ethan'], ['Ethan'], ['Sophia', 'Ethan'], ['Ethan', 'Sophia'], ['Ethan', 'Sophia'], ['Sophia', 'Ethan'], ['Ethan'], ['Ethan'], ['Sophia']]","[{'Ethan entered the hallway': ['Ethan']}, {'Ethan likes the peach': ['Ethan']}, {'Sophia entered the hallway': ['Sophia', 'Ethan']}, {'The radish is in the box': ['Ethan', 'Sophia']}, {'The box is in the hallway': ['Ethan', 'Sophia']}, {'Sophia exited the hallway': ['Sophia', 'Ethan']}, {'Ethan moved the radish to the bucket': ['Ethan']}, {'The bucket is in the hallway': ['Ethan']}, {'Sophia dislikes the pants': ['Sophia']}]",Sophia entered the hallway. The radish is in the box. The box is in the hallway. Sophia exited the hallway,"['bucket', 'box', 'hallway', 'pants', 'peach']",box
520,second_order_0_no_tom,second_order_no_tom,"['Aiden entered the master bedroom', 'Jackson entered the master bedroom', 'Olivia entered the master bedroom', 'Olivia loves the suit', 'The beans is in the bucket', 'The bucket is in the master bedroom', 'Aiden exited the master bedroom', 'Jackson dislikes the scarf', 'Jackson moved the beans to the cupboard', 'The cupboard is in the master bedroom', 'Olivia exited the master bedroom', 'Olivia entered the hallway']",Where does Jackson think that Olivia searches for the beans?,Jackson,Olivia,"[['Aiden'], ['Jackson', 'Aiden'], ['Olivia', 'Aiden', 'Jackson'], ['Olivia'], ['Aiden', 'Jackson', 'Olivia'], ['Aiden', 'Jackson', 'Olivia'], ['Aiden', 'Jackson', 'Olivia'], ['Jackson'], ['Jackson', 'Olivia'], ['Jackson', 'Olivia'], ['Olivia', 'Jackson'], ['Olivia']]","[{'Aiden entered the master bedroom': ['Aiden']}, {'Jackson entered the master bedroom': ['Jackson', 'Aiden']}, {'Olivia entered the master bedroom': ['Olivia', 'Aiden', 'Jackson']}, {'Olivia loves the suit': ['Olivia']}, {'The beans is in the bucket': ['Aiden', 'Jackson', 'Olivia']}, {'The bucket is in the master bedroom': ['Aiden', 'Jackson', 'Olivia']}, {'Aiden exited the master bedroom': ['Aiden', 'Jackson', 'Olivia']}, {'Jackson dislikes the scarf': ['Jackson']}, {'Jackson moved the beans to the cupboard': ['Jackson', 'Olivia']}, {'The cupboard is in the master bedroom': ['Jackson', 'Olivia']}, {'Olivia exited the master bedroom': ['Olivia', 'Jackson']}, {'Olivia entered the hallway': ['Olivia']}]",Olivia entered the master bedroom. The beans is in the bucket. The bucket is in the master bedroom. Aiden exited the master bedroom. Jackson moved the beans to the cupboard. The cupboard is in the master bedroom. Olivia exited the master bedroom,"['bucket', 'master bedroom', 'scarf', 'suit', 'cupboard', 'hallway']",cupboard
464,first_order_0_no_tom,first_order_no_tom,"['Liam entered the garage', 'Benjamin entered the living room', 'Ava entered the living room', 'The dress is in the bottle', 'The bottle is in the living room', 'Liam dislikes the cabbage', 'Benjamin exited the living room', 'Benjamin entered the living room', 'Ava moved the dress to the basket', 'The basket is in the living room']",Where will Benjamin look for the dress?,Benjamin,,"[['Liam'], ['Benjamin'], ['Benjamin', 'Ava'], ['Benjamin', 'Ava'], ['Benjamin', 'Ava'], ['Liam'], ['Benjamin', 'Ava'], ['Benjamin', 'Ava'], ['Ava', 'Benjamin'], ['Ava', 'Benjamin']]","[{'Liam entered the garage': ['Liam']}, {'Benjamin entered the living room': ['Benjamin']}, {'Ava entered the living room': ['Benjamin', 'Ava']}, {'The dress is in the bottle': ['Benjamin', 'Ava']}, {'The bottle is in the living room': ['Benjamin', 'Ava']}, {'Liam dislikes the cabbage': ['Liam']}, {'Benjamin exited the living room': ['Benjamin', 'Ava']}, {'Benjamin entered the living room': ['Benjamin', 'Ava']}, {'Ava moved the dress to the basket': ['Ava', 'Benjamin']}, {'The basket is in the living room': ['Ava', 'Benjamin']}]",Benjamin entered the living room. Ava entered the living room. The dress is in the bottle. The bottle is in the living room. Benjamin exited the living room. Benjamin entered the living room. Ava moved the dress to the basket. The basket is in the living room,"['basket', 'bottle', 'cabbage', 'living room', 'garage']",basket
1595,first_order_1_tom,first_order_tom,"['Mason entered the hallway', 'Olivia is in the hallway', 'Jackson entered the hallway', 'The celery is in the pantry', 'The pantry is in the hallway', 'Olivia exited the hallway', 'Olivia entered the kitchen', 'Jackson exited the hallway', 'Mason moved the celery to the basket', 'The basket is in the hallway']",Where will Olivia look for the celery?,Olivia,,"[['Mason'], ['Olivia', 'Mason'], ['Jackson', 'Mason', 'Olivia'], ['Mason', 'Olivia', 'Jackson'], ['Mason', 'Olivia', 'Jackson'], ['Olivia', 'Mason', 'Jackson'], ['Olivia'], ['Jackson', 'Mason'], ['Mason'], ['Mason']]","[{'Mason entered the hallway': ['Mason']}, {'Olivia is in the hallway': ['Olivia', 'Mason']}, {'Jackson entered the hallway': ['Jackson', 'Mason', 'Olivia']}, {'The celery is in the pantry': ['Mason', 'Olivia', 'Jackson']}, {'The pantry is in the hallway': ['Mason', 'Olivia', 'Jackson']}, {'Olivia exited the hallway': ['Olivia', 'Mason', 'Jackson']}, {'Olivia entered the kitchen': ['Olivia']}, {'Jackson exited the hallway': ['Jackson', 'Mason']}, {'Mason moved the celery to the basket': ['Mason']}, {'The basket is in the hallway': ['Mason']}]",Olivia is in the hallway. Jackson entered the hallway. The celery is in the pantry. The pantry is in the hallway. Olivia exited the hallway. Olivia entered the kitchen,"['kitchen', 'basket', 'pantry', 'hallway']",pantry
515,first_order_0_no_tom,first_order_no_tom,"['Charlotte entered the hallway', 'Mila entered the hallway', 'The socks is in the crate', 'The crate is in the hallway', 'Mila moved the socks to the basket', 'The basket is in the hallway', 'Charlotte exited the hallway', 'Charlotte entered the hallway', 'Charlotte likes the underpants']",Where will Charlotte look for the socks?,Charlotte,,"[['Charlotte'], ['Mila', 'Charlotte'], ['Charlotte', 'Mila'], ['Charlotte', 'Mila'], ['Mila', 'Charlotte'], ['Charlotte', 'Mila'], ['Charlotte', 'Mila'], ['Charlotte', 'Mila'], ['Charlotte']]","[{'Charlotte entered the hallway': ['Charlotte']}, {'Mila entered the hallway': ['Mila', 'Charlotte']}, {'The socks is in the crate': ['Charlotte', 'Mila']}, {'The crate is in the hallway': ['Charlotte', 'Mila']}, {'Mila moved the socks to the basket': ['Mila', 'Charlotte']}, {'The basket is in the hallway': ['Charlotte', 'Mila']}, {'Charlotte exited the hallway': ['Charlotte', 'Mila']}, {'Charlotte entered the hallway': ['Charlotte', 'Mila']}, {'Charlotte likes the underpants': ['Charlotte']}]",Charlotte entered the hallway. Mila entered the hallway. The socks is in the crate. The crate is in the hallway. Mila moved the socks to the basket. The basket is in the hallway. Charlotte exited the hallway. Charlotte entered the hallway. Charlotte likes the underpants,"['basket', 'crate', 'hallway', 'underpants']",basket
680,first_order_1_tom,first_order_tom,"['Ava entered the master bedroom', 'James entered the master bedroom', 'Jacob entered the master bedroom', 'The peach is in the bucket', 'The bucket is in the master bedroom', 'Jacob exited the master bedroom', 'Ava moved the peach to the basket', 'The basket is in the master bedroom', 'James exited the master bedroom', 'Ava exited the master bedroom', 'Jacob entered the kitchen']",Where will Jacob look for the peach?,Jacob,,"[['Ava'], ['James', 'Ava'], ['Jacob', 'Ava', 'James'], ['Ava', 'James', 'Jacob'], ['Ava', 'James', 'Jacob'], ['Jacob', 'Ava', 'James'], ['Ava', 'James'], ['Ava', 'James'], ['James', 'Ava'], ['Ava'], ['Jacob']]","[{'Ava entered the master bedroom': ['Ava']}, {'James entered the master bedroom': ['James', 'Ava']}, {'Jacob entered the master bedroom': ['Jacob', 'Ava', 'James']}, {'The peach is in the bucket': ['Ava', 'James', 'Jacob']}, {'The bucket is in the master bedroom': ['Ava', 'James', 'Jacob']}, {'Jacob exited the master bedroom': ['Jacob', 'Ava', 'James']}, {'Ava moved the peach to the basket': ['Ava', 'James']}, {'The basket is in the master bedroom': ['Ava', 'James']}, {'James exited the master bedroom': ['James', 'Ava']}, {'Ava exited the master bedroom': ['Ava']}, {'Jacob entered the kitchen': ['Jacob']}]",Jacob entered the master bedroom. The peach is in the bucket. The bucket is in the master bedroom. Jacob exited the master bedroom. Jacob entered the kitchen,"['kitchen', 'bucket', 'master bedroom', 'basket']",bucket
