,Unnamed: 0,part_id,utterance,utterance_symbol_removed,perceivers
162,162,18-1,"Mia: True, Emily. Even with veganism, many consider it a healthy choice, yet others argue about potential nutritional deficiencies. It's so fascinating how one policy can lead to so many varying opinions.",Mia: True Emily Even with veganism many consider it a healthy choice yet others argue about potential nutritional deficiencies Its so fascinating how one policy can lead to so many varying opinions,"['Mia', 'Emily', 'Gabriela']"
163,163,18-1,"Gabriela: Absolutely. And these trends also deeply impact the restaurant industry. Each time a new diet becomes popular, it seems like menus need to be reinvented.",Gabriela: Absolutely And these trends also deeply impact the restaurant industry Each time a new diet becomes popular it seems like menus need to be reinvented,"['Mia', 'Emily', 'Gabriela']"
164,164,18-1,"Emily: You're right, Gabriela. As a customer, it's sometimes confusing navigating these trends. As with anything, I guess it's about doing your research and listening to your body.",Emily: Youre right Gabriela As a customer its sometimes confusing navigating these trends As with anything I guess its about doing your research and listening to your body,"['Mia', 'Emily', 'Gabriela']"
165,165,18-1,"Mia: Well said, Emily. Ultimately, it boils down to maintaining a balanced diet and enjoying what you eat. Speaking of which, shall we start planning our next food adventure?",Mia: Well said Emily Ultimately it boils down to maintaining a balanced diet and enjoying what you eat Speaking of which shall we start planning our next food adventure,"['Mia', 'Emily', 'Gabriela']"
166,166,18-1,"Gabriela: Sounds like a plan, Mia. Looking forward to exploring some new eateries with you ladies.",Gabriela: Sounds like a plan Mia Looking forward to exploring some new eateries with you ladies,"['Mia', 'Emily', 'Gabriela']"
167,167,18-1,"Emily: That's the spirit, Gabriela. Here's to more great food and engaging discussions!",Emily: Thats the spirit Gabriela Heres to more great food and engaging discussions,"['Mia', 'Emily', 'Gabriela']"
168,168,25-0,"Juliana: Hi Angelina! It's a pleasure meeting you. I do love a great conversation, especially about home decor.",Juliana: Hi Angelina Its a pleasure meeting you I do love a great conversation especially about home decor,"['Juliana', 'Angelina']"
169,169,25-0,"Angelina: Hi Juliana, likewise! I've always enjoyed discussing home decor and sharing personal experiences.",Angelina: Hi Juliana likewise Ive always enjoyed discussing home decor and sharing personal experiences,"['Juliana', 'Angelina']"
170,170,25-0,"Juliana: Oh, nice. So, let me ask, what's your favorite piece of furniture you've purchased?",Juliana: Oh nice So let me ask whats your favorite piece of furniture youve purchased,"['Juliana', 'Angelina']"
171,171,25-0,"Angelina: I would have to say it's a chic industrial bookshelf that I placed in my living room. It took a while to get it just right, but it’s now my favorite spot. How about you?",Angelina: I would have to say its a chic industrial bookshelf that I placed in my living room It took a while to get it just right but its now my favorite spot How about you,"['Juliana', 'Angelina']"
172,172,25-0,"Juliana: That sounds interesting! For me, it was a vintage oak dining table. My family loves to spend time around this table. It makes our meals more about bonding. Quite amazing how furniture can bring people together.",Juliana: That sounds interesting For me it was a vintage oak dining table My family loves to spend time around this table It makes our meals more about bonding Quite amazing how furniture can bring people together,"['Juliana', 'Angelina']"
173,173,25-0,"Angelina: Absolutely! Furniture does more than just fill a room, it creates an atmosphere. And what about accessories? Any favorites?",Angelina: Absolutely Furniture does more than just fill a room it creates an atmosphere And what about accessories Any favorites,"['Juliana', 'Angelina']"
174,174,25-0,"Juliana: Yes, indeed. I’d say my favorite would be my ceramic vase collection. I typically fill them with fresh flowers which bring so much life and vibrancy into the room.",Juliana: Yes indeed Id say my favorite would be my ceramic vase collection I typically fill them with fresh flowers which bring so much life and vibrancy into the room,"['Juliana', 'Angelina']"
175,175,25-0,"Angelina: That sounds wonderful, Juliana. Accessories indeed add character to the living space. I’m personally fond of antique mirrors. They instantly add depth and a touch of elegance to any room.",Angelina: That sounds wonderful Juliana Accessories indeed add character to the living space Im personally fond of antique mirrors They instantly add depth and a touch of elegance to any room,"['Juliana', 'Angelina']"
176,176,25-0,Juliana: Antique mirrors? That must look incredible! I’ve always admired Bold and vintage interior pieces.,Juliana: Antique mirrors That must look incredible Ive always admired Bold and vintage interior pieces,"['Juliana', 'Angelina']"
177,177,25-0,"Angelina: You should definitely try it, Juliana. Antique pieces with modern decor just compliment each other beautifully.",Angelina: You should definitely try it Juliana Antique pieces with modern decor just compliment each other beautifully,"['Juliana', 'Angelina']"
178,178,25-0,"Juliana: I’ll surely take you up on that advice, Angelina. It was a pleasant conversation with you.",Juliana: Ill surely take you up on that advice Angelina It was a pleasant conversation with you,"['Juliana', 'Angelina']"
179,179,25-0,"Angelina: It was a pleasure, Juliana. Enjoy the rest of the event!",Angelina: It was a pleasure Juliana Enjoy the rest of the event,"['Juliana', 'Angelina']"
180,180,25-0,Ellen: Hello Juliana and Angelina! It feels great to rejoin this conversation. Home decor chats are always enjoyable. How about discussing our experiences with home organization and storage?,Ellen: Hello Juliana and Angelina It feels great to rejoin this conversation Home decor chats are always enjoyable How about discussing our experiences with home organization and storage,"['Juliana', 'Angelina', 'Ellen']"
181,181,25-0,"Juliana: Hi Ellen! We’d love to have you join us. I was just considering trying antique mirrors as suggested by Angelina. As for organization, I'm a huge fan of storage ottomans. They're functional and stylish.",Juliana: Hi Ellen Wed love to have you join us I was just considering trying antique mirrors as suggested by Angelina As for organization Im a huge fan of storage ottomans Theyre functional and stylish,"['Juliana', 'Angelina', 'Ellen']"
182,182,25-0,"Angelina: Hi Ellen! I couldn't agree more with Juliana. I have a few storage baskets in my living room to keep things tidy. Plus, they also act as a wonderful accessory!",Angelina: Hi Ellen I couldnt agree more with Juliana I have a few storage baskets in my living room to keep things tidy Plus they also act as a wonderful accessory,"['Juliana', 'Angelina', 'Ellen']"
183,183,25-0,Ellen: That's so cool! I'm a bit of a minimalist so under-bed storage has been a game changer for me. It's surprisingly versatile and helps me keep my room free of clutter.,Ellen: Thats so cool Im a bit of a minimalist so underbed storage has been a game changer for me Its surprisingly versatile and helps me keep my room free of clutter,"['Juliana', 'Angelina', 'Ellen']"
184,184,25-0,"Juliana: I can imagine, Ellen! It's neat that we all have our unique ways of managing space.",Juliana: I can imagine Ellen Its neat that we all have our unique ways of managing space,"['Juliana', 'Angelina', 'Ellen']"
185,185,25-0,"Angelina: Totally, Juliana! Regardless of our individual styles, the goal is to create a space that feels like home.",Angelina: Totally Juliana Regardless of our individual styles the goal is to create a space that feels like home,"['Juliana', 'Angelina', 'Ellen']"
186,186,25-0,"Ellen: Absolutely, Angelina! It's those personal touches that truly make a house a home.",Ellen: Absolutely Angelina Its those personal touches that truly make a house a home,"['Juliana', 'Angelina', 'Ellen']"
187,187,29-0,"Jayda: Guys, I need to step out for a moment. Please, continue.",Jayda: Guys I need to step out for a moment Please continue,"['Jayda', 'Jayson', 'Alejandra']"
188,188,29-0,"Jayson: Okay, Jayda. See you in a bit.",Jayson: Okay Jayda See you in a bit,"['Jayda', 'Jayson', 'Alejandra']"
189,189,29-0,"Alejandra: Speaking of volunteering, Jayson, have you had any remarkable experiences?",Alejandra: Speaking of volunteering Jayson have you had any remarkable experiences,"['Jayson', 'Alejandra']"
190,190,29-0,"Jayson: Actually, Ale, I've been volunteering in a local school for children with autism. It's challenging, yes, but the happiness it brings to these kids is beyond words. The connection I feel with them is priceless.",Jayson: Actually Ale Ive been volunteering in a local school for children with autism Its challenging yes but the happiness it brings to these kids is beyond words The connection I feel with them is priceless,"['Jayson', 'Alejandra']"
191,191,29-0,"Alejandra: That's really admirable, Jayson. You're making such a meaningful impact. Helping people directly is something so powerful, isn't it?",Alejandra: Thats really admirable Jayson Youre making such a meaningful impact Helping people directly is something so powerful isnt it,"['Jayson', 'Alejandra']"
