,index,question,question_type,set_id
220,220,"What does Jaden believe about who Joaquin thinks predominantly raised Alayna after her parents separated?
(a) Jaden believes that Joaquin thinks Alayna was predominantly raised by her mom and her older sister after her parents separated.
(b) Jaden believes that Joaquin is unaware of who predominantly raised Alayna after her parents separated.

Choose an answer from above:",tom:belief:inaccessible:multiple-choice,4-0-0
221,221,What does Alayna believe that Joaquin thinks about who predominantly raised her after her parents separated?,tom:belief:inaccessible,4-0-0
222,222,"What does Alayna believe that Joaquin thinks about who predominantly raised her after her parents separated?
(a) Alayna is unaware of what Joaquin thinks about who predominantly raised her after her parents separated because Joaquin was not involved in the conversation when this was discussed.
(b) Alayna believes that Joaquin thinks her mom and her older sister predominantly raised her after her parents separated.

Choose an answer from above:",tom:belief:inaccessible:multiple-choice,4-0-0
223,223,List all the characters who know the precise correct answer to this question.,tom:answerability:list,4-0-0
224,224,Does Jaden know the precise correct answer to this question?,tom:answerability:binary,4-0-0
225,225,Does Eliza know the precise correct answer to this question?,tom:answerability:binary,4-0-0
226,226,Does Joaquin know the precise correct answer to this question?,tom:answerability:binary,4-0-0
227,227,Does Titus know the precise correct answer to this question?,tom:answerability:binary,4-0-0
228,228,Does Alayna know the precise correct answer to this question?,tom:answerability:binary,4-0-0
229,229,List all the characters who know this information.,tom:info_accessibility:list,4-0-0
230,230,Does Jaden know this information?,tom:info_accessibility:binary,4-0-0
231,231,Does Eliza know this information?,tom:info_accessibility:binary,4-0-0
232,232,Does Joaquin know this information?,tom:info_accessibility:binary,4-0-0
233,233,Does Titus know this information?,tom:info_accessibility:binary,4-0-0
234,234,Does Alayna know this information?,tom:info_accessibility:binary,4-0-0
235,235,What life lessons did Alayna take away from her upbringing?,fact,4-0-1
236,236,What does Joaquin believe are the life lessons Alayna took away from her upbringing?,tom:belief:inaccessible,4-0-1
237,237,"What does Joaquin believe are the life lessons Alayna took away from her upbringing?
(a) Joaquin believes that the life lessons Alayna took away from her upbringing are about resilience and coping with change.
(b) Joaquin is unaware of the life lessons Alayna took away from her upbringing, due to his lack of involvement in the relevant conversation.

Choose an answer from above:",tom:belief:inaccessible:multiple-choice,4-0-1
238,238,What does Jaden believe Joaquin thinks about the life lessons Alayna took away from her upbringing?,tom:belief:inaccessible,4-0-1
239,239,"What does Jaden believe Joaquin thinks about the life lessons Alayna took away from her upbringing?
(a) Jaden believes that Joaquin is unaware of the life lessons Alayna took away from her upbringing, as Joaquin was not involved in the conversation when this was discussed.
(b) Jaden believes that Joaquin thinks Alayna took away lessons about resilience and coping with change from her upbringing.

Choose an answer from above:",tom:belief:inaccessible:multiple-choice,4-0-1
240,240,What does Alayna believe Joaquin thinks about the life lessons she took away from her upbringing?,tom:belief:inaccessible,4-0-1
241,241,"What does Alayna believe Joaquin thinks about the life lessons she took away from her upbringing?
(a) Joaquin believes that Alayna took away lessons about resilience and coping with change from her upbringing.
(b) Joaquin is unaware of what Alayna believes about the life lessons she took away from her upbringing, as he was not involved in the conversation when this was discussed.

Choose an answer from above:",tom:belief:inaccessible:multiple-choice,4-0-1
242,242,List all the characters who know the precise correct answer to this question.,tom:answerability:list,4-0-1
243,243,Does Jaden know the precise correct answer to this question?,tom:answerability:binary,4-0-1
244,244,Does Eliza know the precise correct answer to this question?,tom:answerability:binary,4-0-1
245,245,Does Joaquin know the precise correct answer to this question?,tom:answerability:binary,4-0-1
246,246,Does Titus know the precise correct answer to this question?,tom:answerability:binary,4-0-1
247,247,Does Alayna know the precise correct answer to this question?,tom:answerability:binary,4-0-1
248,248,List all the characters who know this information.,tom:info_accessibility:list,4-0-1
249,249,Does Jaden know this information?,tom:info_accessibility:binary,4-0-1
250,250,Does Eliza know this information?,tom:info_accessibility:binary,4-0-1
251,251,Does Joaquin know this information?,tom:info_accessibility:binary,4-0-1
252,252,Does Titus know this information?,tom:info_accessibility:binary,4-0-1
253,253,Does Alayna know this information?,tom:info_accessibility:binary,4-0-1
254,254,1) Who primarily raised Alayna after her parents' separation?,fact,4-1-0
255,255,What does Titus believe about who primarily raised Alayna after her parents' separation?,tom:belief:inaccessible,4-1-0
256,256,"What does Titus believe about who primarily raised Alayna after her parents' separation?
(a) Titus is unaware about who primarily raised Alayna after her parents' separation because he was not involved in the conversation when this was discussed.
(b) Titus believes that Alayna was primarily raised by her mom and her older sister after her parents' separation.

Choose an answer from above:",tom:belief:inaccessible:multiple-choice,4-1-0
257,257,What does Jaden believe that Titus thinks about who primarily raised Alayna after her parents' separation?,tom:belief:inaccessible,4-1-0
258,258,"What does Jaden believe that Titus thinks about who primarily raised Alayna after her parents' separation?
(a) Jaden believes that Titus thinks Alayna was primarily raised by her mom and her older sister after her parents' separation.
(b) Jaden believes that Titus is unaware of who primarily raised Alayna after her parents' separation.

Choose an answer from above:",tom:belief:inaccessible:multiple-choice,4-1-0
259,259,What does Alayna believe that Titus thinks about who primarily raised her after her parents' separation?,tom:belief:inaccessible,4-1-0
260,260,"What does Alayna believe that Titus thinks about who primarily raised her after her parents' separation?
(a) Alayna is under the impression that Titus does not know or is unaware about who primarily raised her after her parents' separation. This is because Titus was not part of the conversation where this matter was discussed.
(b) Alayna believes that Titus thinks her mom and her older sister primarily raised her after her parents' separation.

Choose an answer from above:",tom:belief:inaccessible:multiple-choice,4-1-0
